ObjectNo,StepSequenceNo,SequenceNo,Datetime,LAACA_PR001,LAACA_PR002,LAACA_PR003,LAACA_PR004,LAACA_PR005,LAACA_PR006,LAACA_PR007,LAACA_PR008,LAACA_PR009,LAACA_PR010,LAACA_PR011,LAACA_PR012,LAACA_PR013,LAACA_PR014,LAACA_PR015,LAACA_PR016,LAACA_PR017,LAACA_PR018,LAACA_PR019,LAACA_PR020,LAACA_PR021,LAACA_PR022,LAACA_PR027,LAACA_PR028,LAACA_PR029,LAACA_PR030,LAACA_PR031,LAACA_PR032,LAACA_PR033,LAACA_PR034,LAACA_PR035,LAACA_PR036,LAACA_PR037,LAACA_PR038,LAACA_PR039,LAACA_PR040,LAACA_PR041,LAACA_PR042,LAACA_PR043,LAACA_PR044
对象号,工步号,顺序号,时间戳,结果_辊压速度,结果_传动侧主辊位置,结果_操作侧主辊位置,结果_传动侧上弯缸压力,结果_操作侧上弯缸压力,结果_上刀速比,结果_下刀速比,结果_上收速比,结果_下收速比,结果_毛刷速比,结果_放卷张力,结果_入牵张力,结果_出牵张力,结果_分切入牵张力,结果_上收卷张力,结果_下收卷张力,结果_上收卷锥度,结果_下收卷锥度,结果_放卷摆辊位置,结果_入牵摆辊位置,结果_出牵摆辊位置,结果_分切入牵摆辊位置,结果_上卷宽度偏移量,结果_下卷宽度偏移量,结果_极片厚度k值,结果_极片厚度b值,结果_激光功率,结果_激光频率,结果_激光离焦量,结果_激光脉宽,结果_激光器横向距离,结果_辊压长度,结果_分切长度,结果_放卷卷径,结果_上收卷长度,结果_上收卷卷径,结果_下收卷长度,结果_下收卷卷径,结果_激光除尘风速1,结果_激光除尘风速2
E3L2BC2432,0,32,2024-03-21 00:49:23,99.99455,450,598.6,14.76995,14.3099,0,0,1.15,1.15,1.5,59.68743,227.9501,121.6068,117.1823,59.81312,59.38181,5,5,49.77846,47.50258,51.55714,50.66358,0,0,1,5.5,40,210,-0.2488976,120,-10.83595,91.83699,92.72012,823.0987,92.72018,275.9487,92.72018,272.2179,32.29265,32.49555
E3L2BC2432,0,33,2024-03-21 00:49:29,100.01,453.1,598.5,14.59465,13.882,0,0,1.15,1.15,1.5,59.56934,230.9848,121.2371,119.0347,60.04303,59.83098,5,5,50.05077,47.27946,50.7361,51.38271,0,0,1,5.5,40,210,-0.2488995,120,-10.83588,101.965,102.8481,821.5096,102.8481,279.2021,102.8481,275.2114,32.22665,32.61285
E3L2BC2432,0,34,2024-03-21 00:49:35,99.99455,460.6,599.3,14.19246,13.6832,0,0,1.15,1.15,1.5,59.51333,229.9378,118.7649,119.4856,59.7319,59.65408,5,5,49.96692,48.40599,50.4203,50.59629,0,0,1,5.5,40,210,-0.2488976,120,-10.80584,112.1328,113.0159,820.1407,113.0159,281.7761,113.0159,278.0832,32.2901,32.49007
E3L2BC2432,0,35,2024-03-21 00:49:41,99.99455,460.8,599,14.23411,13.61618,0,0,1.15,1.15,1.5,60.0624,230.5414,120.118,119.4806,59.88434,59.61769,5,5,49.96769,49.1111,50.19775,50.19197,0,0,1,5.5,40,210,-0.2488976,120,-10.80585,122.254,123.1371,818.4608,123.1372,284.3113,123.1372,280.3697,32.26152,32.22555
E3L2BC2432,0,36,2024-03-21 00:49:47,99.99455,454.5,597.5,14.75985,14.06709,0,0,1.15,1.15,1.5,59.93092,230.6373,120.0501,119.5032,59.65943,59.60514,5,5,50.02,49.42735,50.11655,50.02531,0,0,1,5.5,40,210,-0.2488995,120,-10.80585,132.3291,133.2122,816.7377,133.2123,286.4466,133.2123,282.9468,32.30105,32.59958
E3L2BC2432,0,37,2024-03-21 00:49:53,99.99455,457.6,597,14.67668,13.79321,0,0,1.15,1.15,1.5,60.03805,231.0657,120.3191,119.6778,59.69817,59.62647,5,5,49.96769,49.65553,50.07745,50.02655,0,0,1,5.5,40,210,-0.2488995,120,-10.80585,142.4377,143.3208,815.3784,143.3208,289.269,143.3208,285.4964,32.35347,32.42355
E3L2BC2432,0,38,2024-03-21 00:49:59,100.01,457.4,596.8,14.71469,13.73272,0,0,1.15,1.15,1.5,59.93944,229.8629,120.2186,119.5723,59.64069,59.61393,5,5,49.96846,49.7906,50.03986,50.00926,0,0,1,5.5,40,210,-0.2488995,120,-10.77056,152.4863,153.3694,813.8181,153.3695,291.6451,153.3695,287.9754,32.3075,32.613
E3L2BC2432,0,39,2024-03-21 00:50:05,99.99455,457.3,597.1,14.62255,13.76653,0,0,1.15,1.15,1.5,59.8737,230.9384,120.3141,119.3563,59.67068,59.58883,5,5,49.94538,49.86324,49.99098,49.97592,0,0,1,5.5,40,210,-0.2488995,120,-10.77054,162.5615,163.4447,812.4444,163.4447,293.8502,163.4447,290.4857,32.32243,32.53447
E3L2BC2432,0,40,2024-03-21 00:50:12,99.99455,456.9,597.1,14.54939,13.84789,0,0,1.15,1.15,1.5,59.97718,229.8359,120.3569,119.6665,59.30208,59.61644,5,5,49.95769,49.89745,50.04436,50.00987,0,0,1,5.5,40,210,-0.2488976,120,-10.77054,172.6568,173.5399,810.8123,173.54,296.0709,173.54,293.2082,32.24878,32.45678
E3L2BC2432,0,41,2024-03-21 00:50:18,99.99455,456.7,597,14.70264,13.9454,0,0,1.15,1.15,1.5,59.4549,229.9932,119.8866,119.3625,59.56572,59.65533,5,5,49.93538,49.95128,50.0188,49.99136,0,0,1,5.5,40,210,-0.2488976,120,-10.77054,182.7386,183.6217,809.3141,183.6218,298.9982,183.6218,295.6165,32.28575,32.60363
E3L2BC2432,0,42,2024-03-21 00:50:24,99.99455,456.8,597.2,14.6348,13.98225,0,0,1.15,1.15,1.5,60.31441,230.5774,118.5864,119.0398,59.30333,59.59761,5,5,49.97154,49.9735,49.97595,50.02099,0,0,1,5.5,40,210,-0.2488976,120,-10.77054,192.8207,193.7039,807.6916,193.7039,300.9161,193.7039,297.9461,32.31695,32.59583
E3L2BC2432,0,43,2024-03-21 00:50:30,99.99455,456.4,597.2,14.65187,13.89368,0,0,1.15,1.15,1.5,59.95405,229.6397,119.9771,118.4508,59.68692,59.54116,5,5,49.97923,50.02992,49.98723,50.01666,0,0,1,5.5,40,210,-0.2488956,120,-10.84707,202.8825,203.7656,806.093,203.7657,303.6299,203.7657,300.5075,32.23827,32.44995
E3L2BC2432,0,44,2024-03-21 00:50:36,99.99455,457.1,597.4,14.64161,13.82909,0,0,1.15,1.15,1.5,59.937,230.2299,120.4399,118.4093,59.55947,59.62271,5,5,50.01769,50.0504,49.98647,50.00926,0,0,1,5.5,40,210,-0.2488956,120,-10.89951,212.9844,213.8675,804.3795,213.8676,305.6875,213.8676,302.7664,32.35655,32.46262
