batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP,thickness_average_second,time_gap
E3J2BC1221,2024-03-18 15:42:07,139.7,1044562.5,99.99,1068.94,486.87,484.8,13.8228,12.42154,142.80894938272797,54.0
E3J2BC1221,2024-03-18 15:42:12,139.67,1052349.63,99.99,1076.83,487.43,487.82,13.93134,12.63123,142.639828983311,54.0
E3J2BC1221,2024-03-18 15:42:17,140.33,1060508.63,99.99,1084.7,487.43,487.82,13.94397,13.29187,142.44760523759973,54.0
E3J2BC1221,2024-03-18 15:42:22,139.85,1068678.38,99.99,1092.7,487.39,484.85,13.98911,13.21798,142.67611002115422,54.0
E3J2BC1221,2024-03-18 15:42:27,139.65,1076838.0,99.99,1101.73,487.39,484.85,13.98911,13.21798,142.5434444004083,54.0
E3J2BC1221,2024-03-18 15:42:32,139.67,1085337.75,99.99,1109.66,487.47,488.32,13.85632,12.35763,142.22628156933214,54.0
E3J2BC1221,2024-03-18 15:42:37,140.33,1093177.75,99.98,1117.56,487.47,488.32,13.89903,13.20771,142.59877094731814,54.0
E3J2BC1221,2024-03-18 15:42:41,140.03,1101348.0,99.99,1126.53,487.52,484.97,13.95633,13.19823,142.2219246661477,54.0
E3J2BC1221,2024-03-18 15:42:46,139.83,1109485.88,99.99,1133.78,487.52,484.97,13.93966,12.35091,142.43487318725295,54.0
E3J2BC1221,2024-03-18 15:42:51,139.56,1117677.25,99.98,1142.77,486.8,487.93,13.93966,12.35091,143.37764295016558,54.0
E3J2BC1221,2024-03-18 15:43:06,140.05,1142006.25,99.98,1166.18,486.8,487.93,13.91964,12.3996,143.35529156595567,54.0
E3J2BC1221,2024-03-18 15:43:20,139.87,1165197.13,99.99,1189.53,487.63,486.98,13.8874,12.44558,141.5320423335957,54.0
E3J2BC1221,2024-03-18 15:43:25,140.07,1173377.63,99.98,1197.42,487.63,486.98,13.72538,12.71694,142.56689913720592,54.0
E3J2BC1221,2024-03-18 15:43:30,139.79,1181558.38,99.98,1206.37,488.16,485.71,13.81164,12.68614,143.24335702973514,54.0
E3J2BC1221,2024-03-18 15:43:35,139.86,1189717.5,99.98,1213.56,488.16,485.71,13.85595,12.7048,140.56788473677565,54.0
