batch_num,time,thickness_average,roll_length,speed,meter,gapDR,gapOP,MES_pressureDR,MES_pressureOP,thickness_average_second
E3M2BC1771,2024-03-21 16:30:27,139.73,1363504.25,99.98,1389.23,575.04,723.14,14.08284,13.15276,141.75044716327415
E3M2BC1771,2024-03-21 16:30:32,140.19,1371748.63,100.01,1398.96,576.02,723.79,14.15569,13.11949,142.0693934738549
E3M2BC1771,2024-03-21 16:30:37,140.3,1380078.38,99.99,1406.33,576.02,723.79,14.31866,13.40423,141.81167376102158
E3M2BC1771,2024-03-21 16:30:42,140.25,1388163.25,100.01,1413.87,574.63,722.49,14.09113,13.22674,142.136414363802
E3M2BC1771,2024-03-21 16:30:47,139.66,1396375.88,100.01,1421.31,574.63,722.49,14.0945,13.25428,142.07036585662215
E3M2BC1771,2024-03-21 16:30:52,140.08,1404610.13,100.01,1431.34,576.23,723.64,14.0945,13.25428,141.70380973345314
E3M2BC1771,2024-03-21 16:31:07,140.15,1429014.0,99.99,1454.3,576.23,723.64,14.33769,13.54048,142.14616025988087
E3M2BC1771,2024-03-21 16:31:20,140.03,1451843.5,99.98,1476.87,574.78,722.92,14.29659,13.27856,142.1454978749241
E3M2BC1771,2024-03-21 16:31:25,139.92,1460045.63,99.98,1486.97,574.78,722.92,14.21661,13.31383,142.16293626440267
E3M2BC1771,2024-03-21 16:31:30,139.97,1468279.75,99.98,1494.66,575.73,723.3,14.24314,13.30472,142.00371740448756
E3M2BC1771,2024-03-21 16:31:35,139.84,1476492.25,99.98,1502.06,575.73,723.3,14.18032,13.27449,141.53560905224788
E3M2BC1771,2024-03-21 16:31:40,140.28,1484715.5,99.99,1512.2,575.98,723.43,14.17757,13.23372,141.57293772516726
E3M2BC1771,2024-03-21 16:31:45,140.24,1492928.13,99.99,1519.68,575.98,723.43,14.10182,13.30952,141.9889652437703
E3M2BC1771,2024-03-21 16:31:50,140.21,1501151.5,99.98,1527.18,574.67,722.49,14.28742,13.5366,142.65136515658256
E3M2BC1771,2024-03-21 16:31:55,139.77,1509726.0,99.98,1534.67,574.67,722.49,14.05909,13.3432,142.64974156278504
E3M2BC1771,2024-03-21 16:32:00,140.06,1517598.13,99.96,1545.2,576.03,723.3,14.43086,13.39829,141.73249482811073
E3M2BC1771,2024-03-21 16:32:05,140.37,1525821.5,99.98,1552.63,576.03,723.3,14.42966,13.42556,142.20584599027947
E3M2BC1771,2024-03-21 16:32:10,140.14,1534023.75,99.98,1560.0,574.12,722.46,14.28316,13.28339,142.17393419062026
E3M2BC1771,2024-03-21 16:32:15,139.79,1542353.38,99.98,1570.0,574.12,722.46,14.35737,13.45267,142.27516149635034
E3M2BC1771,2024-03-21 16:32:20,139.76,1550470.25,99.98,1577.62,576.05,722.79,14.31934,13.47888,142.11315305807247
E3M2BC1771,2024-03-21 16:32:25,140.2,1558981.13,99.99,1585.07,576.05,722.79,14.1992,13.5063,142.01132869225765
E3M2BC1771,2024-03-21 16:32:30,139.92,1566959.63,99.99,1592.29,575.04,722.49,14.27588,13.50721,142.27881652490885
E3M2BC1771,2024-03-21 16:32:44,140.18,1591310.75,99.99,1617.59,575.04,722.49,14.34749,13.49492,141.82122703023117
E3M2BC1771,2024-03-21 16:32:58,140.04,1614246.75,99.96,1640.22,574.92,722.45,14.29698,13.3657,142.31017840593142
E3M2BC1771,2024-03-21 16:33:03,140.1,1622448.63,99.98,1650.24,574.92,722.45,14.27705,13.37743,142.02846666666667
E3M2BC1771,2024-03-21 16:33:08,140.15,1630693.25,99.98,1657.83,575.2,721.98,14.41071,13.36728,141.53072061917644
E3M2BC1771,2024-03-21 16:33:13,140.16,1638895.5,99.99,1665.42,575.2,721.98,14.37311,13.50991,141.71090348767288
E3M2BC1771,2024-03-21 16:33:18,139.92,1647108.0,99.99,1672.79,574.31,722.07,14.3891,13.50122,142.00991494532198
E3M2BC1771,2024-03-21 16:33:23,139.97,1655310.25,99.99,1682.8,574.31,722.07,14.30693,13.46101,141.98783853377765
E3M2BC1771,2024-03-21 16:33:28,139.85,1663522.75,99.99,1690.18,575.5,721.91,14.30693,13.46101,141.96489472887004
E3M2BC1771,2024-03-21 16:33:33,140.04,1672097.38,99.99,1697.72,575.5,721.91,14.21084,13.51548,142.66170986601705
E3M2BC1771,2024-03-21 16:33:38,139.99,1679959.13,100.01,1707.54,574.96,722.15,14.16961,13.4407,142.47399039868137
E3M2BC1771,2024-03-21 16:33:43,140.18,1688160.75,99.99,1714.96,574.96,722.15,14.35548,13.52879,142.25922814429637
E3M2BC1771,2024-03-21 16:33:47,139.97,1696352.5,99.99,1722.34,574.77,721.47,14.37586,13.38036,141.7875799573561
E3M2BC1771,2024-03-21 16:33:52,139.81,1704639.88,99.99,1732.25,574.77,721.47,14.25854,13.3201,141.78003850592165
E3M2BC1771,2024-03-21 16:33:57,139.9,1712799.13,99.99,1739.61,575.35,722.6,14.25854,13.3201,142.26507873386603
E3M2BC1771,2024-03-21 16:34:02,140.32,1721309.88,99.98,1749.18,575.35,722.6,14.40744,13.56337,142.06586917704223
E3M2BC1771,2024-03-21 16:34:07,140.11,1729278.13,99.98,1756.54,574.18,721.59,14.46951,13.59119,141.8520057913887
E3M2BC1771,2024-03-21 16:34:22,140.09,1753618.13,99.99,1781.04,574.18,721.59,14.34396,13.62787,142.4525491332611
E3M2BC1771,2024-03-21 16:34:36,139.94,1776533.0,99.98,1802.97,574.72,721.65,14.24709,13.49645,142.5278640776699
E3M2BC1771,2024-03-21 16:34:41,139.94,1784767.13,99.98,1812.81,574.72,721.65,14.30682,13.48888,142.39394084421502
E3M2BC1771,2024-03-21 16:34:46,139.94,1793022.5,99.99,1819.99,574.74,722.25,14.28051,13.43126,141.82953025235636
E3M2BC1771,2024-03-21 16:34:51,140.24,1801224.38,99.98,1827.96,574.76,722.24,14.31038,13.29161,142.06763227176222
E3M2BC1771,2024-03-21 16:34:56,140.03,1809448.0,99.98,1835.24,574.76,722.24,14.38211,13.33752,142.240117228386
E3M2BC1771,2024-03-21 16:35:01,140.04,1817894.5,99.98,1844.45,574.38,721.75,14.47659,13.37886,142.2156132842128
E3M2BC1771,2024-03-21 16:35:06,140.08,1826107.5,99.99,1852.02,574.38,721.75,14.3661,13.49023,142.37789954337902
E3M2BC1771,2024-03-21 16:35:10,140.23,1834139.25,99.96,1861.83,574.42,721.96,14.32286,13.4479,142.2016719890511
E3M2BC1771,2024-03-21 16:35:15,140.02,1842362.5,99.98,1869.41,574.42,721.96,14.35713,13.40901,142.11144093531735
E3M2BC1771,2024-03-21 16:35:20,140.13,1850543.38,99.98,1876.68,574.35,721.56,14.21557,13.48528,141.98807835237523
E3M2BC1771,2024-03-21 16:35:25,140.17,1858734.88,100.01,1886.34,574.35,721.56,14.28321,13.54108,141.57111824817517
E3M2BC1771,2024-03-21 16:35:30,140.3,1866968.63,99.99,1893.63,573.6,721.56,14.34191,13.44093,141.9427079379562
E3M2BC1771,2024-03-21 16:35:35,139.89,1875181.75,99.99,1903.21,573.6,721.56,14.41483,13.36713,141.97884755784062
E3M2BC1771,2024-03-21 16:35:40,140.0,1883404.88,100.01,1910.94,573.93,721.76,14.43293,13.48832,142.13951133304386
E3M2BC1771,2024-03-21 16:35:45,140.03,1891617.63,99.98,1918.22,573.93,721.76,14.41064,13.45443,142.38198273031315
E3M2BC1771,2024-03-21 16:36:00,140.03,1916064.38,99.99,1943.18,573.55,721.87,14.36779,13.51281,142.24476985138003
E3M2BC1771,2024-03-21 16:36:13,140.1,1938990.0,99.99,1965.39,573.55,721.87,14.34595,13.53335,142.0295763060469
E3M2BC1771,2024-03-21 16:36:18,140.3,1947213.38,99.99,1975.45,573.48,721.48,14.20353,13.51801,142.37399724063008
E3M2BC1771,2024-03-21 16:36:23,139.92,1955415.63,99.98,1982.75,573.48,721.48,14.3405,13.63735,142.51186819981726
E3M2BC1771,2024-03-21 16:36:28,139.92,1963670.88,99.96,1990.23,573.42,721.63,14.31586,13.64781,142.354084409257
E3M2BC1771,2024-03-21 16:36:33,139.83,1971894.13,99.98,1997.91,573.42,721.63,14.44582,13.50633,142.13988294596166
E3M2BC1771,2024-03-21 16:36:38,139.86,1980107.25,99.96,2007.73,573.42,721.63,14.47405,13.54358,141.76177171931957
E3M2BC1771,2024-03-21 16:36:43,139.63,1988351.63,99.98,2015.19,573.76,722.5,14.357,13.43859,142.14585684909838
E3M2BC1771,2024-03-21 16:36:48,139.96,1996575.25,99.96,2022.51,573.76,722.5,14.325,13.5934,142.30365646773706
E3M2BC1771,2024-03-21 16:36:53,139.91,2004787.88,99.96,2032.68,574.39,722.11,14.29716,13.40433,142.24417909709337
E3M2BC1771,2024-03-21 16:36:58,139.76,2013011.25,99.98,2040.13,574.39,722.11,14.29716,13.40433,142.2315528169014
E3M2BC1771,2024-03-21 16:37:03,139.95,2021245.25,99.98,2047.57,574.56,722.91,14.03943,13.42417,141.98005702554747
E3M2BC1771,2024-03-21 16:37:08,140.07,2029436.5,99.98,2057.37,574.56,722.91,14.20024,13.61316,142.36477528089887
E3M2BC1771,2024-03-21 16:37:13,140.14,2037659.75,99.96,2064.96,574.29,722.3,14.2491,13.48672,141.93144289185906
E3M2BC1771,2024-03-21 16:37:18,139.76,2045957.75,99.98,2072.52,574.29,722.3,14.27719,13.34441,141.86423946011524
E3M2BC1771,2024-03-21 16:37:23,140.22,2054106.38,99.98,2082.47,574.96,723.06,14.28722,13.40774,142.4098625275764
